x,initial,t_0.05,t_5.0,t_20.0
68.16816816816817,0.0,0.0,6.034508481925727e-09,0.002192721775106309
70.17017017017017,0.0,0.0,1.2104691643961443e-10,0.0007738830784291378
72.1721721721722,0.0,0.0,1.6404292849096652e-12,0.0002487184801510615
74.1741741741742,0.0,0.0,1.499881008432146e-14,7.273135745115867e-05
76.1761761761762,0.0,0.0,9.242332519775505e-17,1.9338181461401152e-05
78.1781781781782,0.0,0.0,3.8349143184087457e-19,4.672367932741324e-06
80.1801801801802,0.0,0.0,1.0707145898398904e-21,1.0253492871401546e-06
82.1821821821822,0.0,0.0,2.010411128271222e-24,2.0428552805390617e-07
84.1841841841842,0.0,0.0,2.53735182964539e-27,3.693838552092042e-08
86.1861861861862,0.0,0.0,2.1517222453993504e-30,6.059793575489209e-09
88.1881881881882,0.0,0.0,1.2256127758465305e-33,9.016963841807299e-10
90.19019019019021,0.0,0.0,4.687652339246184e-37,1.2166995533142324e-10
92.19219219219221,0.0,0.0,1.2036042980485533e-40,1.4884609813800765e-11
94.19419419419421,0.0,0.0,2.0741684733799047e-44,1.6506078076521821e-12
96.19619619619621,0.0,0.0,2.3985796435680665e-48,1.6589489408610297e-13
98.19819819819821,0.0,0.0,1.8609815539039813e-52,1.5109252049113392e-14
