x,initial,t_0.05,t_5.0,t_20.0
-37.93793793793793,0.0,0.13507661838217988,0.4563394049457889,0.4781378079813185
-35.93593593593593,1.0,0.9949574954177155,0.6009759205486954,0.5508984642959648
-33.93393393393393,1.0,0.9999999997911735,0.732834460678748,0.6219822781604527
-31.931931931931928,1.0,1.0000000000000002,0.8381645698765168,0.6891528860051488
-29.929929929929926,1.0,1.0000000000000002,0.9118885610612425,0.7505463688671021
-27.927927927927925,1.0,1.0000000000000002,0.957102686528593,0.8048213506757688
-25.925925925925924,1.0,1.0000000000000002,0.9813992189000348,0.8512313432197661
-23.923923923923923,1.0,1.0000000000000002,0.9928389056916902,0.8896159998311166
-21.92192192192192,1.0,1.0000000000000002,0.997558204270878,0.9203230465843732
-19.91991991991992,1.0,1.0000000000000002,0.9992640002931292,0.9440833680829199
-17.91791791791792,1.0,1.0000000000000002,0.9998042008065074,0.9618661325080751
-15.915915915915917,1.0,1.0000000000000002,0.9999540837543477,0.9747389895094076
-13.913913913913902,1.0,1.0000000000000002,0.9999905179429959,0.9837519098959967
-11.9119119119119,1.0,1.0000000000000002,0.9999982771120929,0.9898546267395831
-9.9099099099099,1.0,1.0000000000000002,0.9999997247485878,0.9938493045822099
-7.907907907907898,1.0,1.0000000000000002,0.9999999613571261,0.9963737262035645
-5.905905905905897,1.0,1.0000000000000002,0.9999999952349704,0.9979066859185127
-3.9039039039038954,1.0,1.0000000000000002,0.9999999994841128,0.9987862684028882
-1.9019019019018941,1.0,1.0000000000000002,0.9999999999506854,0.9992325643198445
0.10010010010010717,1.0,1.0000000000000002,0.9999999999918275,0.9993682467411291
2.1021021021021085,1.0,1.0000000000000002,0.9999999999506856,0.9992325643198443
4.10410410410411,1.0,1.0000000000000002,0.9999999994841128,0.9987862684028884
6.106106106106111,1.0,1.0000000000000002,0.9999999952349704,0.9979066859185127
8.108108108108112,1.0,1.0000000000000002,0.9999999613571261,0.9963737262035645
10.110110110110114,1.0,1.0000000000000002,0.9999997247485878,0.9938493045822097
12.112112112112115,1.0,1.0000000000000002,0.9999982771120928,0.9898546267395831
14.114114114114116,1.0,1.0000000000000002,0.999990517942996,0.9837519098959966
16.116116116116117,1.0,1.0000000000000002,0.9999540837543477,0.9747389895094075
18.11811811811812,1.0,1.0000000000000002,0.9998042008065074,0.9618661325080748
20.120120120120134,1.0,1.0000000000000002,0.9992640002931292,0.9440833680829196
22.122122122122136,1.0,1.0000000000000002,0.9975582042708778,0.9203230465843728
24.124124124124137,1.0,1.0000000000000002,0.9928389056916902,0.8896159998311163
26.126126126126138,1.0,1.0000000000000002,0.9813992189000347,0.8512313432197657
28.12812812812814,1.0,1.0000000000000002,0.9571026865285928,0.8048213506757685
30.13013013013014,1.0,1.0000000000000002,0.9118885610612422,0.7505463688671018
32.13213213213214,1.0,1.0000000000000002,0.8381645698765162,0.6891528860051483
34.13413413413414,1.0,0.9999999997911735,0.7328344606787471,0.6219822781604524
36.136136136136145,1.0,0.9949574954177152,0.6009759205486944,0.5508984642959643
38.138138138138146,0.0,0.13507661838217422,0.45633940494578795,0.47813780798131805
40.14014014014015,0.0,8.862326300453518e-07,0.3173241715651123,0.40610058836922525
42.14214214214215,0.0,1.446680800735153e-17,0.20024995805147383,0.3371160562900635
44.14414414414415,0.0,4.082335324545536e-34,0.1138580545989526,0.27321898631410885
46.14614614614615,0.0,1.8579966941801232e-56,0.05799879465511952,0.21597305896879515
48.14814814814815,0.0,1.3412756695732954e-84,0.026352420672172625,0.1663660934888737
50.150150150150154,0.0,1.5291887718511e-118,0.010643201049253115,0.12478698971267008
52.152152152152155,0.0,2.750338840170113e-158,0.003810674213714088,0.09107829321566077
54.154154154154156,0.0,7.801269578820582e-204,0.0012069356310107557,0.06464549517412771
56.15615615615616,0.0,3.4895120101895873e-255,0.0003375849543964591,0.04459714551284865
58.15815815815816,0.0,2.461362565275e-312,8.327367902454764e-05,0.02988932256867769
60.16016016016016,0.0,0.0,1.809585674565276e-05,0.019452882319408792
62.16216216216216,0.0,0.0,3.4610309919740475e-06,0.012289954477417311
64.16416416416416,0.0,0.0,5.821882057044683e-07,0.0075348189610536815
66.16616616616616,0.0,0.0,8.60763207971818e-08,0.004481520188237444
68.16816816816817,0.0,0.0,1.1179964489314976e-08,0.002585208457099421
70.17017017017017,0.0,0.0,1.2750948410085834e-09,0.0014460500463694195
72.1721721721722,0.0,0.0,1.2765184150735657e-10,0.0007841500117989565
74.1741741741742,0.0,0.0,1.1213845544055414e-11,0.0004121572337455376
76.1761761761762,0.0,0.0,8.641803965276511e-13,0.000209943634433995
78.1781781781782,0.0,0.0,5.840794730443975e-14,0.00010362243261838741
80.1801801801802,0.0,0.0,3.461511555398853e-15,4.955160994255963e-05
82.1821821821822,0.0,0.0,1.7984804911275383e-16,2.295418620159991e-05
84.1841841841842,0.0,0.0,8.190700448639647e-18,1.029955274327497e-05
86.1861861861862,0.0,0.0,3.2692569164794013e-19,4.475934801686444e-06
88.1881881881882,0.0,0.0,1.143494274597553e-20,1.8837295406782075e-06
90.19019019019021,0.0,0.0,3.504499970863363e-22,7.676914850665913e-07
92.19219219219221,0.0,0.0,9.409804145470911e-24,3.029391117450078e-07
94.19419419419421,0.0,0.0,2.2133870864218256e-25,1.1574287494365075e-07
96.19619619619621,0.0,0.0,4.560580591594083e-27,4.281301459904461e-08
98.19819819819821,0.0,0.0,8.230685467433722e-29,1.5331143271393065e-08
